"08-010233","MP Throttle Cable, Black Vinyl","In Stock","29.65","48.95"
"08-010234","MP Throttle Cable, Black Vinyl","Out of Stock","29.65","48.95"
"08-010235","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-010238","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-010239","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-010242","Motion Pro Throttle Cable, Replacement for Kit 08-010313","In Stock","37.35","62.95"
"08-010298","MP - Blaster Cable Kit, Black Vinyl, Rear Brake","In Stock","49.45","79.95"
"08-010317","MP - CR Pro Throttle Kit, Honda TRX350","In Stock","68.15","108.95"
"08-010322","MP - CR Pro Throttle Kit, Honda TRX250EX","In Stock","83.55","133.95"
"08-010351","Motion Pro Throttle Kit - TORS Eliminator","Low Stock","90.15","145.95"
"08-010377","MP - CR Pro Throttle Kit, Honda TRX 350/400/420/650/680","In Stock","69.25","108.95"
"08-010401","MP - Cable, Black Vinyl, Throttle Push/Pull - Special Application - Indent Order (01-0401)","In Stock","71.80","114.85"
"08-010404","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","Indent Pre-Order Only","41.75","68.95"
"08-010460","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","Indent Pre-Order Only","69.25","108.95"
"08-010462","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","51.20","80.95"
"08-010466","MP - Cable, Black Vinyl, Throttle -CRF/XR 50 High Rise Bars (+ 4 inch)","In Stock","41.75","68.95"
"08-010473","Motion Pro Cable, Black Vinyl, Throttle - Special Application YFZ 450","In Stock","28.55","47.95"
"08-010564","Motion Pro CR Pro Throttle Kit, Yamaha YFM660 Grizzly 02-08","In Stock","105.55","169.95"
"08-010605","MP throttle cable","Out of Stock","32.95","54.95"
"08-010609","Motion Pro - Cable, Black Vinyl, Throttle - Special Application","Out of Stock","24.95","39.95"
"08-010674","Motion Pro Cable, Black Vinyl, Throttle - Special Application (01-0674)","In Stock","41.75","68.95"
"08-010675","Motion Pro Cable, Black Vinyl, Throttle - Special Application (01-0675)","Out of Stock, ETA: TBA","41.75","68.95"
"08-010724","MP Black Vinyl Throttle Cable","In Stock","46.15","72.95"
"08-010726","Motion Pro Cable, Black, Vinyle, Throttle - Special Order","Indent Pre-Order Only","60.50","96.80"
"08-010813","MP Cable, Black Vinyl, Throttle - Special 01-0813","Out of Stock, ETA: 15/07/26","48.35","67.95"
"08-011012","Motion Pro Cable, Cable, Black Vinyl, Throttle - Indent Order","Indent Pre-Order Only","24.95","39.95"
"08-011014","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","41.75","68.95"
"08-011016","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","83.55","133.95"
"08-011019","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","83.55","133.95"
"08-011030","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","41.75","68.95"
"08-011031","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-011034","Motion Pro - Cable, Black Vinyl, Throttle - Special Application","Out of Stock","27.45","45.95"
"08-011040","Motion Pro Throttle tube, street, Honda","In Stock","14.85","24.95"
"08-011041","Motion Pro Throttle tube, street, Honda","Out of Stock, ETA: 15/07/26","14.85","24.95"
"08-011042","Motion Pro Throttle tube, street, Kawasaki","In Stock","14.85","24.95"
"08-011043","Motion Pro Throttle tube, street, Kawasaki","In Stock","14.85","24.95"
"08-011044","Motion Pro Throttle tube, street, Suzuki","Out of Stock, ETA: 15/07/26","14.85","24.95"
"08-011045","Motion Pro Throttle tube, street, Suzuki","In Stock","14.85","24.95"
"08-011056","MP Revolver Throttle Cable - Replacement for 08-012591 CR Pro Twist Throttle","Out of Stock","79.50","127.20"
"08-011058","Motion Pro - Cable, Black Vinyl, Throttle - Special Application Polaris","In Stock","52.75","86.95"
"08-011062","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-011072","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-011080","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-011083","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-011093","MP - Revolver Reel 35mm - Black","In Stock","17.55","27.95"
"08-011095","MP - Revolver Reel 45mm - Red","Out of Stock, ETA: TBA","17.55","27.95"
"08-011096","MP - Revolver Reel 50mm - Yellow","In Stock","17.55","27.95"
"08-011119","MP Throttle Cable for 08-012630","In Stock","68.15","102.95"
"08-011131","Motion Pro RoadControl Grips, Diamond Pattern, Black","Out of Stock, ETA: 15/07/26","12.50","19.95"
"08-011170","MP - Titan Throttle Tubes (Yamaha/Kawasaki/Suzuki)","In Stock","34.65","54.95"
"08-011171","MP - Titan Throttle Tubes ( KTM )","In Stock","34.65","54.95"
"08-011172","MP - Titan Throttle Tubes ( Revolver Upgrade )","In Stock","34.65","54.95"
"08-011185","Motion Pro 2 Stroke Titan Throttle Tube KTM/Honda","In Stock","34.65","54.95"
"08-011186","Motion Pro 2 Stroke Titan Throttle Tube Kaw/Suz/Yam","In Stock","34.65","54.95"
"08-011195","MP - Titan Throttle Tubes (Suzuki & Yamaha )","In Stock","34.65","54.95"
"08-011197","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012812","In Stock","69.25","108.95"
"08-011198","MP - Yamaha R1/R6 Bar Extenders (Pair)","In Stock","20.85","32.95"
"08-011214","MP - Rev2.1 housing complete with screws","In Stock","52.75","83.95"
"08-011217","MP - Rev2.1 Throttle Tube - Street","In Stock","23.05","36.95"
"08-011218","MP - Rev2 Reel - 35mm, Black","In Stock","15.35","24.95"
"08-011219","MP - Rev2 Reel - 40mm, Blue","In Stock","15.35","24.95"
"08-011220","MP - Rev2 Reel - 45mm, Red","In Stock","15.35","24.95"
"08-011221","MP - Rev2 Reel - 50mm, Yellow","In Stock","15.35","24.95"
"08-011223","MP Cable, Black Vinyl Throttle Puch-Pull Set Rev 2 (01-1223) - For Rev Kit 01-2721","In Stock","85.65","137.05"
"08-011230","MP - REV2 cable for a 01-2728","In Stock","96.75","155.95"
"08-011261","MP - Rev2 Off-Road Cam Reel","In Stock","15.35","24.95"
"08-011268","MP - Cable, Black Vinyl, Throttle Push-Pull Set, Rev2","In Stock","96.75","156.95"
"08-011284","MP - Rev2.1 Titan throttle tube - Off Road","In Stock","39.55","62.95"
"08-011298","MP - Titan Throttle Tube ( KTM 125cc to 500 cc 2015-17 )","In Stock","34.05","54.95"
"08-011303","Motion Pro Throttle tube, street, Yamaha","In Stock","14.85","24.95"
"08-011307","Motion pro cable to suit 08-012800 Revolver Kit","Out of Stock, ETA: TBA","93.50","130.95"
"08-011310","Motion Pro Throttle Tube, Kawasaki","Out of Stock, ETA: 15/07/26","13.75","21.95"
"08-011311","Motion Pro Throttle Tube, Kawasaki","In Stock","13.75","21.95"
"08-011317","MP - Cable, Black Vinyl, Throttle Push-Pull Set, Rev2 Kit 01-2807","In Stock","98.95","163.95"
"08-011320","MP -Rev3 housing complete with screws","In Stock","59.95","94.95"
"08-011321","MP - Rev3 Throttle Tube - Street","In Stock","13.85","22.95"
"08-011323","MP - Rev3 Reel - 35mm, Black","In Stock","9.10","14.95"
"08-011324","MP - Rev3 Reel - 40mm, Blue","In Stock","9.10","14.95"
"08-011325","MP - Rev3 Reel - 45mm, Red","In Stock","9.10","14.95"
"08-011326","MP - Rev3 Reel - 50mm, Yellow","In Stock","9.10","14.95"
"08-011327","MP - Rev3 Street Reel- Orange","In Stock","9.10","14.95"
"08-011328","MP - Rev3 Off-Road Reel - Grey","In Stock","9.10","14.95"
"08-011375","MP - Cable, Black Vinyl, Throttle - Suits Vortex SE 08-012810","In Stock","41.25","66.95"
"08-011400","Motion Pro - Cable, Black Vinyl, Throttle (01-1400)","Out of Stock, ETA: 15/07/26","33.00","49.95"
"08-011401","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012810 - Superseded from 08-011352 & 08-010713","In Stock","49.95","79.95"
"08-011418","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012813 - Superseded from 08-010409","In Stock","29.65","48.95"
"08-011427","Motion Pro - Cable, Black Vinyl, Throttle - Special Application - Suits 08-012813 - Superseded from 08-010742","Indent Pre-Order Only","30.00","49.95"
"08-011490","MP - REV3 cable for a 01-1490","Out of Stock","89.95","129.95"
"08-011515","MP Cable, Black Vinyl Throttle Push-Pull Set Rev 2/Rev 3 (01-1515)","In Stock","86.90","139.05"
"08-011532","MP - Cable, Black Vinyl, Throttle Push-Pull Set, Rev3, SIW","Indent Pre-Order Only","85.00","129.95"
"08-011533","MP Cable, Black Vinyl Throttle Push-Pull Set Rev 2/Rev 3 (01-1533)","Indent Pre-Order Only","85.00","129.95"
"08-012516","MP CR Pro Throttle Kit KVF 650/750","In Stock","156.15","241.95"
"08-012575","Motion Pro - CR Pro Throttle Kit - LTR 450 2006-08","In Stock","82.45","136.95"
"08-012591","Motion Pro CR Throttle Kit","In Stock","123.15","199.95"
"08-012597","Motion Pro CR Pro Throttle Kit, Yamaha YFM550/700 Grizzly 07-14 - Superseded to 08-012890","In Stock","106.65","169.95"
"08-012603","Motion Pro CR Pro Throttle Kit - YFM250 R 08","In Stock","82.45","133.95"
"08-012655","MP - CR Pro Throttle Kit, Honda TRX250 Recon. 97-15","In Stock","120.95","193.95"
"08-012703","MP - CR Pro Throttle Kit, Honda TRX420FPA/FPE/FPM 09-13","In Stock","96.75","156.95"
"08-012739","MP REV2 Throttle Kit, Kawasaki ZX-10R 06-07 - Superseded to 08-012929","In Stock","214.80","319.95"
"08-012751","MP REV2 Throttle Kit, Yamaha YZ450F 10-13 - Superseded to 08-012940","In Stock","214.80","319.95"
"08-012758","MP REV2 Throttle Kit, KTM RC8 08-13 - Superseded to 08-012946","In Stock","214.80","319.95"
"08-012759","MP REV2 Throttle Kit, Husqvarna TC449/511 - Superseded to 08-012947","In Stock","214.80","319.95"
"08-012763","MP REV2 Throttle Kit, Kawasaki KX450F 13-15 - Superseded to 08-012951","In Stock","214.80","319.95"
"08-012772","MP REV2 Throttle Kit, Honda CRF250R 14-17 - Superseded to 08-012958","In Stock","214.80","319.95"
"08-012773","MP - CR Pro Throttle Kit, Honda TRX420/500 14 - Superseded to 08-0129","In Stock","96.75","156.95"
"08-012779","MP REV2 Throttle Kit, Aprilia RSV4/RSV4-R 2009-15 - Superseded to 08-012964","Out of Stock, ETA: TBA","214.80","319.95"
"08-012799","MP REV2 Throttle Kit, Aprillia Tuono V4 1100 Factory APRC 2015-16 - Superseded to 08-012979","In Stock","214.80","319.95"
"08-012810","Motion Pro Vortex SE Throttle (superseded from 08-010054)","In Stock","80.05","128.05"
"08-012812","Motion Pro CR Pro SE Throttle - Superseded from 08-010053","In Stock","57.50","89.95"
"08-012813","Motion Pro Throttle Assembly - Turbo - Superseeded from 08-010057","In Stock","99.95","159.95"
"08-012815","Motion Pro Throttle Assembly - Push/Pull (Black) - Superseded from 08-010058","In Stock","48.50","79.75"
"08-012816","MP DirtControl II Grips, Made by ODI, Black","In Stock","19.95","31.95"
"08-012817","MP DirtControl II Grips, Made by ODI, Grey","In Stock","19.95","31.95"
"08-012818","Motion Pro DirtControl V2 Lock-On Grips, Made by ODI, Black","In Stock","36.90","59.95"
"08-012819","Motion Pro DirtControl V2 Lock-On Grips, Made by ODI, Grey","In Stock","36.90","59.95"
"08-012824","MP -VORTEX SE Throttle Kit - Superseded from 08-010512","In Stock","203.50","299.95"
"08-012825","Motion Pro Vortex SE Throttle Kit - YFZ 350 1987-06 - Superseded from 08-010513","In Stock","203.90","302.80"
"08-012826","MP Vortex SE Throttle Kit, Yamaha YFM660R 01-05 - Superseded from 08-010521","In Stock","151.00","224.25"
"08-012827","Motion Pro Vortex SE Throttle Kit - LTZ/KFX 400 2003-08 - Superseded from 08-010562","In Stock","151.00","224.25"
"08-012828","MP VORTEX SE Throttle Kit - Superseded from 08-010572","In Stock","151.00","224.25"
"08-012829","Motion Pro Vortex SE Throttle Kit - YFZ 450 2004-08 - Superseded from 08-010579","In Stock","185.75","275.85"
"08-012830","Motion Pro Vortex SE Throttle Kit - TRX 450R 2004-08 - Superseded from 08-012513","In Stock","157.05","233.25"
"08-012833","MP Vortex SE Throttle Kit KTM 85/105/125/150/250 SX 04-2016 -Superseded from 08-012573","Out of Stock, ETA: TBA","151.00","224.25"
"08-012834","MP Vortex SE Throttle Kit - LTR 450 2006-08 LT-Z 400 09 - Superseded from 08-012581","Out of Stock, ETA: TBA","151.00","224.25"
"08-012837","MP Vortex SE Throttle Kit - Cam An DS450 - Superseded from 08-012607","In Stock","160.10","237.75"
"08-012838","MP Vortex SE Throttle Kit - ATV 450SX/XC, 505SX, 525XC - Superseded from 08-012609","In Stock","262.80","390.25"
"08-012839","MP Vortex SE Throttle Kit, Yamaha YFZ450 fuel Injected 09-14 - Superseded from 08-012650","In Stock","151.00","224.25"
"08-012840","MP Vortex SE Throttle Kit, KTM 65SX 09-14 - Superseded from 08-012672","In Stock","151.00","224.25"
"08-012847","MP - Turbo SE Throttle Kit, Suzuki RM125/250 88-92/ LT250/300","In Stock","154.05","246.45"
"08-012863","Motion Pro CR Pro SE Throttle Kit - YFZ 350 1987-06 - Superseded from 08-010313","In Stock","145.70","233.15"
"08-012863K","Motion Pro CR Pro Throttle Kit - YFZ 350 1987-06 - Superseded from 08-010313K","In Stock","171.50","274.50"
"08-012869","MP - CR Pro SE Throttle Kit - Superseded from 08-010337","In Stock","145.70","233.95"
"08-012885","Motion Pro CR Pro SE Throttle - Yamaha Raptor 700","Out of Stock, ETA: TBA","119.95","189.95"
"08-012889","MP - CR Pro SE Throttle Kit, Kawasaki KFX450R 08-14 - Superseded from 08-012594","In Stock","222.15","342.95"
"08-012895","Motion Pro CR Pro SE Throttle Kit, Honda TRX 700xx 08-10 - Superseded from 08-012613","In Stock","82.45","133.95"
"08-012910","Rev3 Throttle Kit, Honda CRF250/450R 05-09, CRF250/450X 04-09/12-13 - Superseded from 08-012720","In Stock","214.80","319.95"
"08-012911","Rev3 Throttle Kit, Suzuki RMZ250 08-18, RMZ450 08-12, RMX450 10-11 - Superseded from 08-012721","Out of Stock, ETA: TBA","214.80","319.95"
"08-012912","Rev3 Throttle Kit, Yamaha YZ/WR250F 03-13, YZ/WR450F 03-09 - Superseded from 08-012722","In Stock","214.80","319.95"
"08-012913","Rev3 Throttle Kit, Husaburg / Husqvarna / KTM - Superseded from 08-012723","Out of Stock, ETA: TBA","214.80","319.95"
"08-012914","Rev3 Throttle Kit, Husaburg / KTM - Superseded from 08-012724","In Stock","214.80","319.95"
"08-012915","Rev3 Throttle Kit, Kawasaki KX250F 06-10, KX450F 06-08, KLX450 08-09/12-19/18-19 - Superseded from 08-012725","Out of Stock, ETA: TBA","214.80","319.95"
"08-012916","Rev3 Throttle Kit, Suzuki GSX-R1000 07-08 - Superseded from 08-012726","In Stock","214.80","319.95"
"08-012917","MP - REV3 Throttle Kit, Suzuki GSXR1000 05-06 - Superseded from 08-012727","In Stock","214.80","319.95"
"08-012918","Mp - REV3 Throttle Kit, Suzuki GSXR600/750 08-09 - Superseded from 08-012728","In Stock","214.80","319.95"
"08-012919","Mp - REV3 Throttle Kit, Suzuki GSXR600/750 06-07 - Superseded from 08-012729","In Stock","214.80","319.95"
"08-012920","MP REV3 Throttle Kit, Suzuki GSXR600/750 04-05 - Superseded from 08-012730","In Stock","214.80","319.95"
"08-012921","MP REV3 Throttle Kit, Suzuki SV650 03-13/ SV1000 03-08 - Superseded from 08-012731","Out of Stock, ETA: TBA","214.80","319.95"
"08-012922","MP REV3 Throttle Kit, Honda CBR1000RR 08-13 - Superseded from 08-012732","In Stock","214.80","319.95"
"08-012923","MP REV3 Throttle Kit, Honda CBR1000RR 04-07 - Superseded from 08-012733","Out of Stock, ETA: TBA","214.80","319.95"
"08-012924","Rev3 Throttle Kit, Honda CBR600 07-14 - Superseded from 08-012734","In Stock","214.80","319.95"
"08-012925","Rev3 Throttle Kit, Honda CBR600 03-06 - Superseded from 08-012735","In Stock","214.80","319.95"
"08-012926","Rev3 Throttle Kit, Yamaha YZF R1 04-06 - Superseded from 08-012736","In Stock","214.80","319.95"
"08-012927","MP REV3 Throttle Kit, Yamaha YZF R6 06-07 - Superseded from 08-012737","Out of Stock, ETA: TBA","214.80","319.95"
"08-012928","MP REV3 Throttle Kit, Yamaha YZF R6 03-05 - Superseded from 08-012738","In Stock","214.80","319.95"
"08-012929","MP REV3 Throttle Kit, Kawasaki ZX-10R 06-07 - Superseded from 08-012739","In Stock","214.80","319.95"
"08-012930","MP REV3 Throttle Kit, Kawasaki ZX-6R 05-06 - Superseded from 08-012740","In Stock","214.80","319.95"
"08-012931","MP REV3 Throttle Kit, Kawasaki ZX6R 07-08 - Superseded from 08-012741","In Stock","214.80","319.95"
"08-012932","MP REV3 Throttle Kit, Yamaha YZF R1 - Superseded from 08-012742","In Stock","214.80","319.95"
"08-012933","MP REV3 Throttle Kit, Yamaha YZF R6 08-14 - Superseded from 08-012743","In Stock","214.80","319.95"
"08-012934","MP REV3 Throttle Kit, Kawasaki ZX-10R 08-09 - Superseded from 08-012744","In Stock","214.80","319.95"
"08-012935","Rev3 Throttle Kit, Honda CRF250R 18-22, CRF450R 09-18, CRF450RX 17-18 - Superseded from 08-012745","In Stock","214.80","319.95"
"08-012936","MP REV3 Throttle Kit, Yamaha YZF R1 - Superseded from 08-012747","In Stock","214.80","319.95"
"08-012937","MP REV3 Throttle Kit, ZX6R 2009-12 - Superseded from 08-012748","In Stock","214.80","319.95"
"08-012938","MP REV3 Throttle Kit, Suzuki GSX-R1000 09 - Superseded from 08-012749","In Stock","214.80","319.95"
"08-012939","MP REV3 Throttle Kit, Ducati 848/1098/1198 08-13 - Superseded from 08-012750","In Stock","214.80","319.95"
"08-012940","Rev3 Throttle Kit, Yamaha YZ450F 10-13 - Superseded from 08-012751","In Stock","214.80","319.95"
"08-012941","Rev3 Throttle Kit, Honda CRF250R 10-13 - Superseded from 08-012752","Out of Stock","214.80","319.95"
"08-012942","MP REV3 Throttle Kit ZX10R 2011-15 - Superseded from 08-012753","In Stock","214.80","319.95"
"08-012943","MP REV3 Throttle Kit, BMW S1000RR 09-14 - Superseded from 08-012754","In Stock","214.80","319.95"
"08-012944","Rev3 Throttle Kit, Kawasaki KX250F 11-12, KX450F 12 - Superseded from 08-012755","In Stock","214.80","319.95"
"08-012945","MP REV3 Throttle Kit, Suzuki GSX-R600/750 11-14 - Superseded from 08-012756","In Stock","214.80","319.95"
"08-012946","MP REV3 Throttle Kit, KTM RC8 08-13 - Superseded from 08-012758","In Stock","214.80","319.95"
"08-012947","Rev3 Throttle Kit, Husqvarna TC449 11-13, TXC449 11-12, TXC511 11-12 - Superseded from 08-012759","In Stock","214.80","319.95"
"08-012948","MP REV3 Throttle Kit, Kawasaki Ninja 250 08-12 - Superseded from 08-012760","In Stock","214.80","319.95"
"08-012949","MP REV3 Throttle Kit, Suzuki GSX-R1300R 08-15 - Superseded from 08-012761","Out of Stock, ETA: TBA","214.80","319.95"
"08-012950","Rev3 Throttle Kit, Kawasaki KX250F 13-16 - Superseded from 08-012762","In Stock","214.80","319.95"
"08-012951","Rev3 Throttle Kit, Kawasaki KX450F 13-15 - Superseded from 08-012763","In Stock","214.80","319.95"
"08-012952","Rev3 Throttle Kit, Husaberg / Husqvarna / KTM - Superseded from 08-012765","In Stock","214.80","319.95"
"08-012953","Rev3 Throttle Kit, Kawasaki ZX-6R 13-15 - Superseded from 08-012766","Out of Stock, ETA: TBA","214.80","319.95"
"08-012954","MP REV3 Throttle Kit, Kawasaki ZX-14R 06-14 - Superseded from 08-012767","In Stock","214.80","319.95"
"08-012955","Rev3 Throttle Kit, Suzuki RMZ450 13-17 - Superseded from 08-012768","In Stock","214.80","319.95"
"08-012956","MP - VR Rev3 Throttle Kit - Triumph Daytona 675R 2012 - Superseded from 08-012769","Out of Stock, ETA: TBA","214.80","319.95"
"08-012957","MP REV3 Throttle Kit, Harley-Davidson XR1200X 09-12 - Superseded from 08-012770","Out of Stock, ETA: TBA","214.80","319.95"
"08-012958","Rev3 Throttle Kit, Honda CRF250R 14-17 - Superseded from 08-012772","In Stock","214.80","319.95"
"08-012959","Rev3 Throttle Kit, Yamaha YZ250F/FX 14-19, WR250F 15-19, YZ450F 16-17 - Superseded from 08-012774","In Stock","214.80","319.95"
"08-012960","Rev3 Throttle Kit, Yamaha YZ450F 14-15, YZ450FX 16-18, WR450F 16-18 - Superseded from 08-012775","In Stock","214.80","319.95"
"08-012961","MP REV3 Throttle Kit, Honda 125 Grom - Superseded from 08-012776","Out of Stock, ETA: TBA","214.80","319.95"
"08-012962","Motion Pro REV3 kit Daytona 675r - Superseded from 08-012777","In Stock","214.80","319.95"
"08-012963","MP REV3 Throttle Kit, 01-1283/ Grip, Sportbike - Superseded from 08-012778","In Stock","214.80","319.95"
"08-012964","MP REV3 Throttle Kit, Aprilia RSV4/RSV4-R 2009-15 - Superseded from 08-012779","In Stock","214.80","319.95"
"08-012965","MP REV3 Throttle Kit, Kawasaki Ninja 300 13-15 - Superseded from 08-012780","Out of Stock, ETA: TBA","214.80","319.95"
"08-012966","Rev3 Throttle Kit, Yamaha R1 2015/16 - Superseded from 08-012781","In Stock","214.80","319.95"
"08-012967","MP REV3 Throttle Kit, Yamaha R3 2015-18 - Superseded from 08-012782","In Stock","214.80","319.95"
"08-012968","Rev3 Throttle Kit, Husqvarna / KTM - Superseded from 08-012783","In Stock","214.80","319.95"
"08-012969","Rev3 Throttle Kit, Husqvarna / KTM - Superseded from 08-012784","In Stock","214.80","319.95"
"08-012970","MP REV3 Throttle Kit KTM RC390 2015/16 - Superseded from 08-012785","Out of Stock","214.80","319.95"
"08-012971","Rev3 Throttle Kit, Kawasaki KX450F 16-18 - Superseded from 08-012786","In Stock","214.80","319.95"
